#separator:tab
#html:false
#notetype column:1
#deck column:2
Q/R exemple	Allemand::Conjonctions de subordination	So ..., Dass	Si ... Que ...	Es spricht so leise, dass man ihn nicht verstehen kann.
Q/R exemple	Allemand::Conjonctions de subordination	..., so dass	Si bien que; de sorte que	Er spricht sehr leise, so dass man ihn nicht verstehen kann.
Q/R exemple	Allemand::Conjonctions de subordination	Damit ...	Pour que ...	Nimm deinen Regenschirm, damit du nicht nass wirst.
Q/R exemple	Allemand::Conjonctions de subordination	Obwohl (obgleich, obschon)	Bien que, quoique	Obwohl er viel Geld hat, ist er nicht glücklich.
Q/R exemple	Allemand::Conjonctions de subordination	Auch wenn, selbst wenn	Même si	Auch wenn ich geld hätte, würde ich kein Haus kaufen. 
Q/R exemple	Allemand::Conjonctions de subordination	Wenn ... Auch	Quand bien même, tout en + gérondif	Ich tue es, wenn ich auch weiß, dass es gefährlich ist.
Q/R exemple	Allemand::Conjonctions de subordination	Was ... Auch	Quoi que	Was du auch tust, es gelingt dir nicht.
Q/R exemple	Allemand::Conjonctions de subordination	Wie ... Auch	De quelque manière que/quoi qu'il en soit	Wie sehr du dich auch bemühst, es wird ihn nicht beeindrucken.
Q/R exemple	Allemand::Conjonctions de subordination	Wo ... Auch	Où que	Er findet dich, wo du auch wohnst.
Q/R exemple	Allemand::Conjonctions de subordination	Wer ... Auch	Qui que	Wir werden ihn verklagen, wer er auch sein mag.
Q/R exemple	Allemand::Conjonctions de subordination	Indem	En + participe présent	Er setze den Motor in Gang, indem er den Anlasser betätigte.
Q/R exemple	Allemand::Conjonctions de subordination	Wie	Comme (manière)	Er antwortete, (so) wie man es ihm gesagt hatte.
Q/R exemple	Allemand::Conjonctions de subordination	Ohne dass	Sans que	Der Student schreibt eine SMS, ohne dass der Dozent es merkt.
Q/R exemple	Allemand::Conjonctions de subordination	Außer dass	Sauf que, si ce n'est que	Es gibt keinen Ausweg, außer dass wir flüchten.
Q/R exemple	Allemand::Conjonctions de subordination	So ... Wie	Aussi ... Que (égalité)	Es ist nicht so schlimm, wie man geglaubt hatte.
Q/R exemple	Allemand::Conjonctions de subordination	Als ... (Comparaison)	Plus ... Que; Moins ... Que	Er ist besser, als man denkt.
Q/R exemple	Allemand::Conjonctions de subordination	Je ... Desto / je ... Um so	Plus ... Plus ... ; Moins ... plus	Je größer das Kind wird, desto besser spricht es.
Q/R exemple	Allemand::Conjonctions de subordination	Umso ... Als	D'autant plus ... que	Es ist umso schlimmer, als man darauf nicht vorbereitet war.
Q/R exemple	Allemand::Conjonctions de subordination	Zu ... Als dass	Trop ... Pour que (conséquence d'un excès)	Mein Koffer ist zu schwer, als dass ich ihn tragen nicht kann/könnte
Q/R exemple	Allemand::Conjonctions de subordination	Je nachdem	Selon que	Je nachdem wer kommt, nehme ich an der reise teil oder nicht.
