#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Vitesse de O' dans R, avec R' en rotation	 \( \overrightarrow {v_R(O')} = \overrightarrow{\Omega_{R'/R}} \wedge \overrightarrow{DO'} \) avec \( D \in \Delta\), axe de rotation.					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Loi de composition des vitesses dans un repère en rotation	\( \overrightarrow{v_R(M)} = \overrightarrow{\Omega_{R'/R}} \wedge \overrightarrow{DM} + \overrightarrow{v_{R'}(M)} \)  i.e. \( \overrightarrow{v_R(M)} = \overrightarrow{v_R(O')} + \overrightarrow{\Omega_{R'/R}} \wedge \overrightarrow{O'M} + \overrightarrow{v_{R'}(M)}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Relation entre les référentiels usuels	- Les référentiels de Copernic et géocentriques sont en translation - Le référentiel terreste est en rotation autour du référentiel géocentrique					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Loi de composition des accélérations dans le cas de la translation	 \( \overrightarrow{a_R(M)} = \overrightarrow{a_R(O')} + \overrightarrow{a_{R'}(M)}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}^2(x) + \text{sin}^2(x)\)	 \( \forall x \in \mathbb R, \text{cos}^2(x) + \text{sin}^2(x) = 1\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(1 + \text{tan}^2(x)\)	 \( \forall x \in \mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\}, 1 + \text{tan}^2(x) = \frac{1}{\text{cos}^2(x)}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(-x)\)	 \( \text{cos}(-x) = \text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(\frac{\pi}{2} - x)\)	 \( \text{cos}(\frac{\pi}{2} - x) = \text{sin}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(\frac{\pi}{2} + x)\)	 \( \text{cos}(\frac{\pi}{2} + x) = -\text{sin}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(\pi - x)\)	 \( \text{cos}(\pi - x) = -\text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(\pi + x)\)	 \( \text{cos}(\pi + x) = -\text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(-x)\)	 \( \text{sin}(-x) = -\text{sin}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(\frac{\pi}{2} - x)\)	 \( \text{sin}(\frac{\pi}{2} - x) = \text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(\frac{\pi}{2} + x)\)	 \( \text{sin}(\frac{\pi}{2} + x) = \text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(\pi - x)\)	 \( \text{sin}(\pi - x) = \text{sin}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(\pi + x)\)	 \( \text{sin}(\pi + x) = -\text{sin}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	CNS pour \(\text{cos}(x) = \text{cos}(y), (x,y) \in \mathbb R^2\)	 \( x \equiv y [2 \pi] \) ou \( x \equiv -y [2 \pi]\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	CNS pour \(\text{sin}(x) = \text{sin}(y), (x,y) \in \mathbb R^2\)	 \( x \equiv y [2 \pi] \) ou \( x \equiv \pi-y [2 \pi]\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	CNS pour \(\text{tan}(x) = \text{tan}(y), (x,y) \in (\mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\})^2\)	 \( x \equiv y [\pi]\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(a+b)\)	 \( \text{cos}(a+b) = \text{cos}(a)\text{cos}(b) - \text{sin}(a)\text{sin}(b)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(a-b)\)	 \( \text{cos}(a-b) = \text{cos}(a)\text{cos}(b) + \text{sin}(a)\text{sin}(b)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a+b)\)	 \( \text{sin}(a+b) = \text{sin}(a)\text{cos}(b) + \text{sin}(b)\text{cos}(a)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a-b)\)	 \( \text{sin}(a-b) = \text{sin}(a)\text{cos}(b) - \text{sin}(b)\text{cos}(a)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(2x)\) (3 formes)	 \( \text{cos}(2x) = \text{cos}^2(x) - \text{sin}^2(x) = 2\text{cos}^2(x) - 1 = 1 - 2\text{sin}^2(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(2x)\)	 \( \text{sin}(2x) = 2\text{sin}(x)\text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(a)\text{cos}(b)\)	 \( \text{cos}(a)\text{cos}(b) = \frac{1}{2}(\text{cos}(a+b) + \text{cos}(a-b))\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a)\text{sin}(b)\)	 \( \text{sin}(a)\text{sin}(b) = \frac{1}{2}(\text{cos}(a-b) - \text{cos}(a+b))\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a)\text{cos}(b)\)	 \( \text{sin}(a)\text{cos}(b) = \frac{1}{2}(\text{sin}(a+b) + \text{sin}(a-b))\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}^2x\)	 \( \text{cos}^2x = \frac{1 + \text{cos}(2x)}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}^2x\)	 \( \text{sin}^2x = \frac{1 - \text{cos}(2x)}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(p) + \text{cos}(q)\)	 \( \text{cos}(p) + \text{cos}(q) = 2\text{cos}\frac{p+q}{2}\text{cos}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(p) - \text{cos}(q)\)	 \( \text{cos}(p) - \text{cos}(q) = -2\text{sin}\frac{p+q}{2}\text{sin}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(p) + \text{sin}(q)\)	 \( \text{sin}(p) + \text{sin}(q) = 2\text{sin}\frac{p+q}{2}\text{cos}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(p) - \text{sin}(q)\)	 \( \text{sin}(p) - \text{sin}(q) = 2\text{cos}\frac{p+q}{2}\text{sin}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{tan}(a+b)\)	 \( \text{tan}(a+b) = \frac{\text{tan}(a)+\text{tan}(b)}{1-\text{tan}(a)\text{tan}(b)}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{tan}(a-b)\)	 \( \text{tan}(a-b) = \frac{\text{tan}(a)-\text{tan}(b)}{1+\text{tan}(a)\text{tan}(b)}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(x)\), avec \(t = \text{tan}\frac{x}{2}\)	 \( \text{cos}(x) = \frac{1 - t^2}{1 + t^2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(x)\), avec \(t = \text{tan}\frac{x}{2}\)	 \( \text{sin}(x) = \frac{2t}{1 + t^2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{tan}(x)\), avec \(t = \text{tan}\frac{x}{2}\)	 \( \text{tan}(x) = \frac{2t}{1 - t^2}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Composition des accélérations, cas de la rotation uniforme, axe fixe	 \( \overrightarrow {a_R(M)} = \overrightarrow{a_{R'}(M)} + 2\overrightarrow{\Omega_{R'/R}} \wedge \overrightarrow{v_{R'}(M)} - \Omega_{R'/R}^2 \overrightarrow{HM}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Accélération d'entraînement, rotation uniforme, axe fixe	 \( \overrightarrow{a_e(M)} = -\Omega_{R'/R}^2 \overrightarrow{HM}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Accélération de Coriolis, rotation uniforme, axe fixe	 \( \overrightarrow{a_c(M)} = 2\overrightarrow{\Omega_{R'/R}} \wedge \overrightarrow{v_{R'}(M)}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Force d'inertie d'entraînement	\( \overrightarrow{F_{ie}} = - m \overrightarrow{a_e(M)}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Force d'entraînement de Coriolis	 \( \overrightarrow{F_{ie}} = - m \overrightarrow{a_C(M)}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Condition pour R' galiléen, cas de la rotation	Avec R galiléen, R' est galiléen ssi \( \Omega_{R'/R} = 0\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Condition pour R' galiléen, cas de la translation	Avec R galiléen, R' est galiléen ssi \( \overrightarrow{v_R(O')} = cst\), i.e. s'il est en translation rectiligne uniforme par rapport à R.					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Théorème de la résultante dynamique en référentiel non galiléen	 \( m\overrightarrow{a_{R'}(M)} = \sum \overrightarrow{F_{ext}} + \overrightarrow {F_{ie}}+ \overrightarrow {F_{ic}}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Accélération d'inertie d'entraînement, cas de la translation	 \( \overrightarrow{a_e(M)} = \overrightarrow{a_R(O')}\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Théorème du moment cinétique dans \(R'\) non galiléen	 \( (\frac{d\vec L_{A/R'}(M)}{dt})_{R'} = \sum \vec M_A + \vec M_A(\vec F_{ie}) + \vec M_A(\vec F_{ic})\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Puissance dans R' de \(\vec F_{ic}\)	Nulle					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Théorème de l'énergie cinétique dans R' non galiléen	Entre deux points A et B de l'espace:  \( \Delta E'_c = \sum W_{AB}'(\vec F_{ext}) + W_{AB}'(\vec F_{ie})\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Théorème de la puissance cinétique dans R' non galiléen	 \( \frac{dE'_c}{dt} = \sum P'(\vec{F_{ext}}) + P'(\vec{F_{ie}})\)					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Propriétés d'une force conservative	- Elle dérive d'une énergie potentielle - La valeur de cette énergie potentielle ne dépend pas du temps					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Repère galiléen approché	Repère non rigoureusement galiléen mais qui peut être approximé dans 1 expérience donnée par un référentiel galiléen.					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Caractère galiléen approché du repère de Copernic	Pour un observateur situé dans le système solaire, le repère de Copernic est une excellente approche d'un repère galiléen.					
Basique Maths	Seconde année::Physique::Cinématique et changement de référentiel	Caractère galiléen approché du repère géocentrique	Pour un point au voisinage de la surface de la Terre, supposer le référentiel géocentrique galiléen équivaut à négliger l'accélération de tous les autres astres que la Terre. On accepte alors de commettre des erreurs de trajectoire de l'ordre de \( 10^{-7}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(e^x\)	 \( 1 + x + \frac{x^2}{2} + \cdots + \frac{x^n}{n!} + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{sin}(x)\)	 \( x - \frac{x^3}{3!} + \frac{x^5}{5!} + \cdots + (-1)^n\frac{x^{2n+1}}{(2n+1)!} + \mathcal o(x^{2n+2})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{cos}(x)\)	 \( 1 - \frac{x^2}{2!} + \frac{x^4}{4!} + \cdots + (-1)^n\frac{x^{2n}}{(2n)!} + \mathcal o(x^{2n+1})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{sh}(x)\)	 \( \text{sh}(x) = x + \frac{x^3}{3!} + \frac{x^5}{5!} + \cdots + \frac{x^{2n+1}}{(2n+1)!} + \mathcal o(x^{2n+2})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{ch}(x)\)	 \( 1 + \frac{x^2}{2!} + \frac{x^4}{4!} + \cdots + \frac{x^{2n}}{(2n)!} + \mathcal o(x^{2n+1})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{tan}(x)\)	 \( x + \frac{1}{3}x^3+\frac{2}{15}x^5 + \mathcal o(x^6)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\((1+x)^\alpha\)	 \( 1 + \alpha x + \frac{\alpha (\alpha - 1)}{2}x^2 + \cdots + \frac{\alpha(\alpha - 1) \cdots (\alpha - n + 1)}{n!}x^n + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\frac{1}{1-x}\)	 \( 1 + x + x^2 + \cdots + x^n + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\frac{1}{1+x}\)	 \( 1 - x + x^2 + \cdots + (-1)^nx^n + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\frac{1}{1+x^2}\)	 \( 1 - x^2 + x^4 + \cdots + (-1)^nx^{2n} + \mathcal o(x^{2n})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{ln}(1 + x)\)	 \( x-\frac{x^2}{2} + \frac{x^3}{3} + \cdots + (-1)^{n - 1}\frac{x^n}{n} + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{arctan}(x)\)	 \( x - \frac{x^3}{3} + \frac{x^5}{5} + \cdots + (-1)^n\frac{x^{2n+1}}{(2n+1)} + \mathcal o(x^{2n+2})\)					
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(x^\alpha, \alpha \in \mathbb C \backslash \{-1\}\)	\(\frac{x^{\alpha + 1}}{\alpha + 1}\)	\(\mathbb R^*_+\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{x}\)	\(\text{ln}|x|\)	\(\mathbb R^*\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(e^{\alpha x}, \alpha \in \mathbb C^*\)	\(\frac{e^{\alpha x}}{\alpha}\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{ln}(x)\)	\(x(\text{ln}(x)-1)\)	\(\mathbb R^*_+\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{sin}(x)\)	\(-\text{cos}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{cos}(x)\)	\(\text{sin}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{tan}(x)\)	\(-\text{ln}|\text{cos}(x)|\)	\(\mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\}\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{\text{cos}^2(x)} = 1 + \text{tan}^2(x)\)	\(\text{tan}(x)\)	\(\mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\}\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{sh}(x)\)	\(\text{ch}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{ch}(x)\)	\(\text{sh}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{th}(x)\)	\(\text{ln}(\text{ch}(x))\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{\text{ch}^2(x)} = 1 + \text{th}^2(x)\)	\(\text{th}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{1 + x^2}\)	\(\text{arctan}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{\sqrt{1-x^2}}\)	\(\text{arcsin}(x)\)	\(]-1, 1[\)				
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'u^\alpha, \alpha \ne -1\)	\(\frac{u^{\alpha + 1}}{\alpha + 1}\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{u}\)	\(\text{ln}|u|\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'e^u\)	\(e^u\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{ln}(u)\)	\(u(\text{ln}(u) - 1)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{sin}(u)\)	\(-\text{cos}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{cos}(u)\)	\(\text{sin}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{tan}(u)\)	\(-\text{ln}|\text{cos}(u)|\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{\text{cos}^2(u)}\)	\(\text{tan}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{sh}(u)\)	\(\text{ch}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{ch}(u)\)	\(\text{sh}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{th}(u)\)	\(\text{ln}(\text{ch}(u))\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{\text{ch}^2(u)}\)	\(\text{th}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{1 + u^2}\)	\(\text{arctan}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{\sqrt{1 - u^2}}\)	\(\text{arcsin}(u)\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Continuité et injectivité	Si \( f \) est \( \mathcal C^0 \) sur \( I\) alors elle y est injective ssi elle y est strictement monotone					
