#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	CNS pour \(\text{cos}(x) = \text{cos}(y), (x,y) \in \mathbb R^2\)	 \( x \equiv y [2 \pi] \) ou \( x \equiv -y [2 \pi]\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	CNS pour \(\text{sin}(x) = \text{sin}(y), (x,y) \in \mathbb R^2\)	 \( x \equiv y [2 \pi] \) ou \( x \equiv \pi-y [2 \pi]\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	CNS pour \(\text{tan}(x) = \text{tan}(y), (x,y) \in (\mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\})^2\)	 \( x \equiv y [\pi]\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(a+b)\)	 \( \text{cos}(a+b) = \text{cos}(a)\text{cos}(b) - \text{sin}(a)\text{sin}(b)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(a-b)\)	 \( \text{cos}(a-b) = \text{cos}(a)\text{cos}(b) + \text{sin}(a)\text{sin}(b)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a+b)\)	 \( \text{sin}(a+b) = \text{sin}(a)\text{cos}(b) + \text{sin}(b)\text{cos}(a)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a-b)\)	 \( \text{sin}(a-b) = \text{sin}(a)\text{cos}(b) - \text{sin}(b)\text{cos}(a)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(2x)\) (3 formes)	 \( \text{cos}(2x) = \text{cos}^2(x) - \text{sin}^2(x) = 2\text{cos}^2(x) - 1 = 1 - 2\text{sin}^2(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(2x)\)	 \( \text{sin}(2x) = 2\text{sin}(x)\text{cos}(x)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(a)\text{cos}(b)\)	 \( \text{cos}(a)\text{cos}(b) = \frac{1}{2}(\text{cos}(a+b) + \text{cos}(a-b))\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a)\text{sin}(b)\)	 \( \text{sin}(a)\text{sin}(b) = \frac{1}{2}(\text{cos}(a-b) - \text{cos}(a+b))\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(a)\text{cos}(b)\)	 \( \text{sin}(a)\text{cos}(b) = \frac{1}{2}(\text{sin}(a+b) + \text{sin}(a-b))\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}^2x\)	 \( \text{cos}^2x = \frac{1 + \text{cos}(2x)}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}^2x\)	 \( \text{sin}^2x = \frac{1 - \text{cos}(2x)}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(p) + \text{cos}(q)\)	 \( \text{cos}(p) + \text{cos}(q) = 2\text{cos}\frac{p+q}{2}\text{cos}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(p) - \text{cos}(q)\)	 \( \text{cos}(p) - \text{cos}(q) = -2\text{sin}\frac{p+q}{2}\text{sin}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(p) + \text{sin}(q)\)	 \( \text{sin}(p) + \text{sin}(q) = 2\text{sin}\frac{p+q}{2}\text{cos}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(p) - \text{sin}(q)\)	 \( \text{sin}(p) - \text{sin}(q) = 2\text{cos}\frac{p+q}{2}\text{sin}\frac{p-q}{2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{tan}(a+b)\)	 \( \text{tan}(a+b) = \frac{\text{tan}(a)+\text{tan}(b)}{1-\text{tan}(a)\text{tan}(b)}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{tan}(a-b)\)	 \( \text{tan}(a-b) = \frac{\text{tan}(a)-\text{tan}(b)}{1+\text{tan}(a)\text{tan}(b)}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{cos}(x)\), avec \(t = \text{tan}\frac{x}{2}\)	 \( \text{cos}(x) = \frac{1 - t^2}{1 + t^2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{sin}(x)\), avec \(t = \text{tan}\frac{x}{2}\)	 \( \text{sin}(x) = \frac{2t}{1 + t^2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Trigonométrie	\(\text{tan}(x)\), avec \(t = \text{tan}\frac{x}{2}\)	 \( \text{tan}(x) = \frac{2t}{1 - t^2}\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(e^x\)	 \( 1 + x + \frac{x^2}{2} + \cdots + \frac{x^n}{n!} + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{sin}(x)\)	 \( x - \frac{x^3}{3!} + \frac{x^5}{5!} + \cdots + (-1)^n\frac{x^{2n+1}}{(2n+1)!} + \mathcal o(x^{2n+2})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{cos}(x)\)	 \( 1 - \frac{x^2}{2!} + \frac{x^4}{4!} + \cdots + (-1)^n\frac{x^{2n}}{(2n)!} + \mathcal o(x^{2n+1})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{sh}(x)\)	 \( \text{sh}(x) = x + \frac{x^3}{3!} + \frac{x^5}{5!} + \cdots + \frac{x^{2n+1}}{(2n+1)!} + \mathcal o(x^{2n+2})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{ch}(x)\)	 \( 1 + \frac{x^2}{2!} + \frac{x^4}{4!} + \cdots + \frac{x^{2n}}{(2n)!} + \mathcal o(x^{2n+1})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{tan}(x)\)	 \( x + \frac{1}{3}x^3+\frac{2}{15}x^5 + \mathcal o(x^6)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\((1+x)^\alpha\)	 \( 1 + \alpha x + \frac{\alpha (\alpha - 1)}{2}x^2 + \cdots + \frac{\alpha(\alpha - 1) \cdots (\alpha - n + 1)}{n!}x^n + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\frac{1}{1-x}\)	 \( 1 + x + x^2 + \cdots + x^n + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\frac{1}{1+x}\)	 \( 1 - x + x^2 + \cdots + (-1)^nx^n + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\frac{1}{1+x^2}\)	 \( 1 - x^2 + x^4 + \cdots + (-1)^nx^{2n} + \mathcal o(x^{2n})\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{ln}(1 + x)\)	 \( x-\frac{x^2}{2} + \frac{x^3}{3} + \cdots + (-1)^{n - 1}\frac{x^n}{n} + \mathcal o(x^n)\)					
Basique Maths	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Développements limités usuels	\(\text{arctan}(x)\)	 \( x - \frac{x^3}{3} + \frac{x^5}{5} + \cdots + (-1)^n\frac{x^{2n+1}}{(2n+1)} + \mathcal o(x^{2n+2})\)					
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(x^\alpha, \alpha \in \mathbb C \backslash \{-1\}\)	\(\frac{x^{\alpha + 1}}{\alpha + 1}\)	\(\mathbb R^*_+\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{x}\)	\(\text{ln}|x|\)	\(\mathbb R^*\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(e^{\alpha x}, \alpha \in \mathbb C^*\)	\(\frac{e^{\alpha x}}{\alpha}\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{ln}(x)\)	\(x(\text{ln}(x)-1)\)	\(\mathbb R^*_+\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{sin}(x)\)	\(-\text{cos}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{cos}(x)\)	\(\text{sin}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{tan}(x)\)	\(-\text{ln}|\text{cos}(x)|\)	\(\mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\}\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{\text{cos}^2(x)} = 1 + \text{tan}^2(x)\)	\(\text{tan}(x)\)	\(\mathbb R \backslash \{\frac{\pi}{2} + k\pi, k \in \mathbb Z\}\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{sh}(x)\)	\(\text{ch}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{ch}(x)\)	\(\text{sh}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\text{th}(x)\)	\(\text{ln}(\text{ch}(x))\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{\text{ch}^2(x)} = 1 + \text{th}^2(x)\)	\(\text{th}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{1 + x^2}\)	\(\text{arctan}(x)\)	\(\mathbb R\)				
Primitive	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{1}{\sqrt{1-x^2}}\)	\(\text{arcsin}(x)\)	\(]-1, 1[\)				
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'u^\alpha, \alpha \ne -1\)	\(\frac{u^{\alpha + 1}}{\alpha + 1}\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{u}\)	\(\text{ln}|u|\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'e^u\)	\(e^u\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{ln}(u)\)	\(u(\text{ln}(u) - 1)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{sin}(u)\)	\(-\text{cos}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{cos}(u)\)	\(\text{sin}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{tan}(u)\)	\(-\text{ln}|\text{cos}(u)|\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{\text{cos}^2(u)}\)	\(\text{tan}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{sh}(u)\)	\(\text{ch}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{ch}(u)\)	\(\text{sh}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(u'\text{th}(u)\)	\(\text{ln}(\text{ch}(u))\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{\text{ch}^2(u)}\)	\(\text{th}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{1 + u^2}\)	\(\text{arctan}(u)\)					
Primitive avec u	Seconde année::Mathématiques::Trigonométrie, développements usuels, Primitives usuelles::Primitives usuelles	\(\frac{u'}{\sqrt{1 - u^2}}\)	\(\text{arcsin}(u)\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Continuité et injectivité	Si \( f \) est \( \mathcal C^0 \) sur \( I\) alors elle y est injective ssi elle y est strictement monotone					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Théorème de la bijection	Si \( f: I\rightarrow \mathbb R \) est continue et strictement monotone sur \( I \) alors: - \( J = f(I) \) est un intervalle - \( f : I \rightarrow J \) est une bijection - \( f^{-1}: J \rightarrow I \) est continue et strictement monotone, de même monotonie que \( f \) sur l'intervalle \( J\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Homéomorphisme	Une fonction \( f : A \rightarrow B \) réalise un homéomorphisme de \( A \) dans \( B \) ssi: - \( f \) est continue sur \( A \)  - \( f \) est bijective de \( A \) sur \( B \)  - \( f^{-1} \) est continue sur \( B\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Bijection réciproque	Soit \( I \) un intervalle et \( f \in \mathcal F(I, \mathbb R) \) . Si \( f \) est dérivable, de dérivée ne s'annulant pas sur l'intervalle \( I \) , alors: - \( f \) réalise une bijection de \( I \) sur l'intervalle \( J = f(I) \)  - Sa bijection réciproque \( f^{-1}:J \rightarrow I \) est dérivable sur \( J \)  et \( (f^{-1})' = \frac{1}{f'\circ f^{-1}}\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Difféomorphisme	Soient \( n \in \mathbb N^* \) et \( A, B \) deux intervalles (ou union d'intervalles) Une fonction \( f : A \rightarrow B \) réalise un \( \mathcal C^n \) -difféomorphisme de \( A \) dans \( B \) ssi: - \( f \) est \( \mathcal C^n \) sur \( A \)  - \( f \) est bijective de \( A \) sur \( B \)  - \( f^{-1} \) est \( \mathcal C^n \) sur \( B\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Théorème de la limite de la dérivée	Soient \( I \) un intervalle, \( a \in I \) et \( f : I \rightarrow \mathbb R \) . Si - \( f \) est continue sur \( I \)  - \( f \) est dérivable sur \( I \backslash \{a\} \)  - \( f'(x) \xrightarrow[x\rightarrow a]{}l \in \mathbb R \cup \{\pm\infty\} \)   alors \( \frac{f(x) - f(a)}{x - a} \xrightarrow[x\rightarrow a]{}l\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Classe \(\mathcal C^n\) par prolongement	Soient \( I \) un intervalle, \( a \in I \) et \( f : I \backslash \{a\} \rightarrow \mathbb R \) . Si: - \( f \) est de classe \( \mathcal C^n \) sur \( I\backslash \{a\} \)  - \( \forall k \in \unicode{10214}0, n \unicode{10215}, f^{(k)}(x) \xrightarrow[x\rightarrow a]{}l_k \in \mathbb R \)  Alors: - \( f \) est prolongeable par continuité en \( a \) avec \( f(a) = l_0 \) et ce prolongement est de classe \( \mathcal C^n \) sur \( I \) (avec en particulier \( \forall k \in \unicode{10214}1, n \unicode{10215}, f^{(k)}(a) = l_k\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Enveloppe convexe	Soit \( A \) une partie convexe d'un \( \mathbb R \) -ev \( E \) . L'intersection de tous les convexes contenant \( A \) est un convexe contenant \( A \) et c'est le plus petit (au sens de l'inclusion). Ce convexe minimal contenant \( A \) est appelé enveloppe convexe de \( A \) , noté \( Conv(A) \) :  \( Conv(A) = \bigcap_{C\ convexe, C \supset A}C\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Caractérisation de l'enveloppe convexe par les combinaisons convexes	L'enveloppe convexe de \( A \) est égale à l'ensemble des combinaisons convexes de points de \( A\).					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Fonctions convexes et épigraphes	Une fonction \( f : I \rightarrow \mathbb R \) est convexe sur \( I \) ssi son épigraphe:  \( Epi(f) = \{(x,y) \in I \times \mathbb R |\ y \ge f(x)\}\) est un convexe du plan.					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Convexité et dérivée	Soit \( f : I \rightarrow \mathbb R \) une fonction dérivable sur l'intervalle \( I \) . La fonction \( f \) est convexe sur \( I \) ssi \( f' \) est croissante sur \( I\).					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Convexité et dérivée seconde	Soit \( f : I \rightarrow \mathbb R \) une fonction deux fois dérivable sur l'intervalle \( I \) . La fonction \( f \) est convexe sur \( I \) ssi \( f''\ge0 \) sur \( I\).					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Formule de Taylor avec reste intégral	Soient \( n \in \mathbb N \) , \( I \) un intervalle, \( a \in I \) et \( f \in \mathcal F(I, \mathbb R) \) . Si \( f \) est \( \mathcal C^{n+1} \) sur \( I \) , alors :  \( \forall x \in I, f(x) = \sum\limits_{k = 0}^n\frac{f^{(k)}(a)}{k!}(x-a)^k + \int_a^x\frac{(x-t)^n}{n!}f^{(n + 1)}(t)dt\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Inégalité de Taylor-Lagrange	Soient \( n \in \mathbb N \) , \( I \) un intervalle, \( a \in I \) et \( f \in \mathcal F(I, \mathbb R) \) . Si \( f \) est \( \mathcal C^{n+1} \) sur \( I \) , alors :  \( \forall x \in I, |f(x) - T_{n, a}(x)| \le \frac{||f^{(n+1)}||_{\infty,[a,x]ou[x,a]}|x-a|^{n+1}}{(n+1)!}\)					
Basique Maths	Seconde année::Mathématiques::Rappels et compléments d'analyse réelle de première année	Lemme de l'escalier	Soit \( u \in \mathbb R^\mathbb N \)  - Si \( u_{n + 1} - u_n \rightarrow l \in \mathbb R^*, \) alors \( u_n \sim nl \)  - Si \( u_{n + 1} - u_n \rightarrow 0 \) , alors \( u_n = \mathcal o(n)\)					
Basique Maths	Seconde année::Mathématiques::Suites de fonctions numériques	Propriétés conservées par passage à la limite simple	Parité, périodicité, monotonie, convexité, caractère \( k \) -lipschitzien ( \( k \ge 0\)) sont préservés par passage à la limite simple.					
Basique Maths	Seconde année::Mathématiques::Suites de fonctions numériques	Condition pour la convergence uniforme d'un produit	Si : - \( u_n \xrightarrow[n \rightarrow +\infty]{CVU} u \)  - \( v_n \xrightarrow[n \rightarrow +\infty]{CVU} v \)  - \( u, v \) sont bornées Alors \( v_nu_n \xrightarrow[n \rightarrow +\infty]{CVU} uv\)					
Basique Maths	Seconde année::Mathématiques::Suites de fonctions numériques	Continuité en un point d'une limite uniforme	Soient \( (u_n) \in \mathcal F(A, \mathbb K)^\mathbb N, u : A \rightarrow \mathbb K, a \in A \) . Si: - \( \forall n \in \mathbb N, u_n \) est continue en \( a \)  - \( u_n \xrightarrow[n \rightarrow +\infty]{CVU}u \) sur un voisinage de \( a \)  Alors \( u \) est continue en \( a\).					
Basique Maths	Seconde année::Mathématiques::Suites de fonctions numériques	Continuité d'une limite uniforme	Soient \( (u_n) \in \mathcal F(A, \mathbb K)^\mathbb N, u : A \rightarrow \mathbb K \) . Si: - \( \forall n \in \mathbb N, u_n \) est continue sur \( A \)  - \( u_n \xrightarrow[n \rightarrow +\infty]{CVU}u \) au voisinage de tout point de \( A \)  Alors \( u \) est continue sur \( A\)					
Basique Maths	Seconde année::Mathématiques::Suites de fonctions numériques	Théorème de la double limite	Soient \( (u_n) \in \mathcal F(A, \mathbb K)^\mathbb N, u : A \rightarrow \mathbb K, a \) adhérent à \( A \) . Si: - \( \forall n \in \mathbb N, u_n(x) \xrightarrow[x \rightarrow a]{}l_n \in \mathbb K \)  - \( u_n \xrightarrow[n \rightarrow +\infty]{CVU}u \) sur \( A \)  Alors: - La suite \( (l_n) \) converge vers \( l \in \mathbb K \)  - \( u(x) \xrightarrow[x \rightarrow a]{} l\)					
